clip,start,,,,id
3002_30_MINUTES_OR_LESS_01.02.10.905-01.02.14.457,01.02.10.905,01.02.14.457,01.02.10.905,01.02.14.457,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.02.20.200-01.02.22.781,01.02.20.200,01.02.22.781,01.02.20.200,01.02.22.781,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.03.03.513-01.03.05.554,01.03.03.513,01.03.05.554,01.03.03.513,01.03.05.554,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.03.34.527-01.03.39.133,01.03.34.527,01.03.39.133,01.03.34.527,01.03.39.133,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.03.49.500-01.03.53.107,01.03.49.500,01.03.53.107,01.03.49.500,01.03.53.107,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_01.04.01.043-01.04.03.593,01.04.01.043,01.04.03.593,01.04.01.043,01.04.03.593,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.04.20.532-01.04.23.309,01.04.20.532,01.04.23.309,01.04.20.532,01.04.23.309,[3002_PERSON6]
3002_30_MINUTES_OR_LESS_01.04.23.274-01.04.27.547,01.04.23.274,01.04.27.547,01.04.23.274,01.04.27.547,[3002_PERSON6]
3002_30_MINUTES_OR_LESS_01.04.31.900-01.04.35.175,01.04.31.900,01.04.35.175,01.04.31.900,01.04.35.175,_
3002_30_MINUTES_OR_LESS_01.04.34.575-01.04.36.245,01.04.34.575,01.04.36.245,01.04.34.410,01.04.36.410,[3002_PERSON6]
3002_30_MINUTES_OR_LESS_01.04.36.545-01.04.39.951,01.04.36.545,01.04.39.951,01.04.36.545,01.04.39.951,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_01.04.45.672-01.04.47.354,01.04.45.672,01.04.47.354,01.04.45.513,01.04.47.513,_
3002_30_MINUTES_OR_LESS_01.04.48.751-01.04.50.753,01.04.48.751,01.04.50.753,01.04.48.751,01.04.50.753,[3002_PERSON9]
3002_30_MINUTES_OR_LESS_01.04.55.120-01.04.57.553,01.04.55.120,01.04.57.553,01.04.55.120,01.04.57.553,_
3002_30_MINUTES_OR_LESS_01.05.01.000-01.05.03.794,01.05.01.000,01.05.03.794,01.05.01.000,01.05.03.794,_
3002_30_MINUTES_OR_LESS_01.05.04.094-01.05.06.558,01.05.04.094,01.05.06.558,01.05.04.094,01.05.06.558,_
3002_30_MINUTES_OR_LESS_01.05.08.100-01.05.14.600,01.05.08.100,01.05.14.600,01.05.08.100,01.05.14.600,_
3002_30_MINUTES_OR_LESS_01.05.14.600-01.05.18.802,01.05.14.600,01.05.18.802,01.05.14.600,01.05.18.802,_
3002_30_MINUTES_OR_LESS_01.05.18.802-01.05.23.081,01.05.18.802,01.05.23.081,01.05.18.802,01.05.23.081,_
3002_30_MINUTES_OR_LESS_01.05.23.081-01.05.28.345,01.05.23.081,01.05.28.345,01.05.23.081,01.05.28.345,_
3002_30_MINUTES_OR_LESS_01.05.28.345-01.05.32.724,01.05.28.345,01.05.32.724,01.05.28.345,01.05.32.724,_
3002_30_MINUTES_OR_LESS_01.05.33.562-01.05.35.606,01.05.33.562,01.05.35.606,01.05.33.562,01.05.35.606,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.05.36.911-01.05.41.014,01.05.36.911,01.05.41.014,01.05.36.911,01.05.41.014,[3002_PERSON9]
3002_30_MINUTES_OR_LESS_01.06.11.542-01.06.12.775,01.06.11.542,01.06.12.775,01.06.11.159,01.06.13.159,[3002_PERSON9]
3002_30_MINUTES_OR_LESS_01.06.25.430-01.06.26.896,01.06.25.430,01.06.26.896,01.06.25.163,01.06.27.163,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.06.28.000-01.06.32.185,01.06.28.000,01.06.32.185,01.06.28.000,01.06.32.185,_
3002_30_MINUTES_OR_LESS_01.06.35.000-01.06.39.355,01.06.35.000,01.06.39.355,01.06.35.000,01.06.39.355,_
3002_30_MINUTES_OR_LESS_01.06.38.646-01.06.40.835,01.06.38.646,01.06.40.835,01.06.38.646,01.06.40.835,"[3002_PERSON1],[3002_PERSON9]"
3002_30_MINUTES_OR_LESS_01.06.45.400-01.06.47.011,01.06.45.400,01.06.47.011,01.06.45.206,01.06.47.206,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.06.58.000-01.07.01.871,01.06.58.000,01.07.01.871,01.06.58.000,01.07.01.871,"[3002_PERSON1],[3002_PERSON9]"
3002_30_MINUTES_OR_LESS_01.07.02.491-01.07.08.570,01.07.02.491,01.07.08.570,01.07.02.491,01.07.08.570,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.13.204-01.07.19.650,01.07.13.204,01.07.19.650,01.07.13.204,01.07.19.650,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.20.621-01.07.22.779,01.07.20.621,01.07.22.779,01.07.20.621,01.07.22.779,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.23.079-01.07.25.667,01.07.23.079,01.07.25.667,01.07.23.079,01.07.25.667,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.26.400-01.07.33.411,01.07.26.400,01.07.33.411,01.07.26.400,01.07.33.411,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.34.677-01.07.39.348,01.07.34.677,01.07.39.348,01.07.34.677,01.07.39.348,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.39.648-01.07.41.552,01.07.39.648,01.07.41.552,01.07.39.600,01.07.41.600,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.07.41.552-01.07.49.205,01.07.41.552,01.07.49.205,01.07.41.552,01.07.49.205,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.08.49.000-01.08.52.252,01.08.49.000,01.08.52.252,01.08.49.000,01.08.52.252,"[3002_PERSON3],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_01.09.11.000-01.09.12.710,01.09.11.000,01.09.12.710,01.09.10.855,01.09.12.855,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.10.07.274-01.10.12.228,01.10.07.274,01.10.12.228,01.10.07.274,01.10.12.228,"[3002_PERSON2],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_01.10.12.228-01.10.17.548,01.10.12.228,01.10.17.548,01.10.12.228,01.10.17.548,_
3002_30_MINUTES_OR_LESS_01.10.17.848-01.10.24.231,01.10.17.848,01.10.24.231,01.10.17.848,01.10.24.231,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.10.24.231-01.10.27.147,01.10.24.231,01.10.27.147,01.10.24.231,01.10.27.147,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.10.28.000-01.10.30.142,01.10.28.000,01.10.30.142,01.10.28.000,01.10.30.142,_
3002_30_MINUTES_OR_LESS_01.10.31.000-01.10.36.218,01.10.31.000,01.10.36.218,01.10.31.000,01.10.36.218,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.10.36.218-01.10.37.552,01.10.36.218,01.10.37.552,01.10.35.885,01.10.37.885,_
3002_30_MINUTES_OR_LESS_01.10.39.133-01.10.40.508,01.10.39.133,01.10.40.508,01.10.38.821,01.10.40.821,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_01.10.40.972-01.10.44.275,01.10.40.972,01.10.44.275,01.10.40.972,01.10.44.275,_
3002_30_MINUTES_OR_LESS_01.10.44.275-01.10.49.908,01.10.44.275,01.10.49.908,01.10.44.275,01.10.49.908,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_01.10.50.208-01.10.52.090,01.10.50.208,01.10.52.090,01.10.50.149,01.10.52.149,[3002_PERSON2]
3002_30_MINUTES_OR_LESS_01.10.52.390-01.10.59.688,01.10.52.390,01.10.59.688,01.10.52.390,01.10.59.688,_
3002_30_MINUTES_OR_LESS_01.10.59.688-01.11.04.969,01.10.59.688,01.11.04.969,01.10.59.688,01.11.04.969,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.11.06.000-01.11.08.030,01.11.06.000,01.11.08.030,01.11.06.000,01.11.08.030,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.11.10.100-01.11.11.255,01.11.10.100,01.11.11.255,01.11.09.678,01.11.11.678,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.11.13.578-01.11.20.523,01.11.13.578,01.11.20.523,01.11.13.578,01.11.20.523,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.11.39.701-01.11.44.897,01.11.39.701,01.11.44.897,01.11.39.701,01.11.44.897,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.11.44.983-01.11.46.491,01.11.44.983,01.11.46.491,01.11.44.737,01.11.46.737,_
3002_30_MINUTES_OR_LESS_01.11.49.925-01.11.59.172,01.11.49.925,01.11.59.172,01.11.49.925,01.11.59.172,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.11.59.400-01.12.02.304,01.11.59.400,01.12.02.304,01.11.59.400,01.12.02.304,"[3002_PERSON7],[3002_PERSON3]"
3002_30_MINUTES_OR_LESS_01.12.38.800-01.12.40.928,01.12.38.800,01.12.40.928,01.12.38.800,01.12.40.928,_
3002_30_MINUTES_OR_LESS_01.12.41.453-01.12.44.445,01.12.41.453,01.12.44.445,01.12.41.453,01.12.44.445,"[3002_PERSON7],[3002_PERSON6]"
3002_30_MINUTES_OR_LESS_01.12.44.745-01.12.46.550,01.12.44.745,01.12.46.550,01.12.44.648,01.12.46.648,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.13.03.000-01.13.04.278,01.13.03.000,01.13.04.278,01.13.02.639,01.13.04.639,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.13.15.000-01.13.22.436,01.13.15.000,01.13.22.436,01.13.15.000,01.13.22.436,_
3002_30_MINUTES_OR_LESS_01.13.23.000-01.13.25.008,01.13.23.000,01.13.25.008,01.13.23.000,01.13.25.008,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.13.29.700-01.13.31.448,01.13.29.700,01.13.31.448,01.13.29.574,01.13.31.574,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.14.01.199-01.14.03.133,01.14.01.199,01.14.03.133,01.14.01.166,01.14.03.166,"[3002_PERSON1],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_01.14.05.151-01.14.06.395,01.14.05.151,01.14.06.395,01.14.04.773,01.14.06.773,[3002_PERSON6]
3002_30_MINUTES_OR_LESS_01.14.21.800-01.14.23.436,01.14.21.800,01.14.23.436,01.14.21.618,01.14.23.618,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.14.23.633-01.14.25.663,01.14.23.633,01.14.25.663,01.14.23.633,01.14.25.663,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.14.51.400-01.14.53.713,01.14.51.400,01.14.53.713,01.14.51.400,01.14.53.713,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.14.57.016-01.14.59.458,01.14.57.016,01.14.59.458,01.14.57.016,01.14.59.458,"[3002_PERSON1],[3002_PERSON3]"
3002_30_MINUTES_OR_LESS_01.15.00.000-01.15.03.662,01.15.00.000,01.15.03.662,01.15.00.000,01.15.03.662,"[3002_PERSON10],[3002_PERSON10]"
3002_30_MINUTES_OR_LESS_01.15.03.962-01.15.06.378,01.15.03.962,01.15.06.378,01.15.03.962,01.15.06.378,"[3002_PERSON6],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_01.15.06.078-01.15.07.765,01.15.06.078,01.15.07.765,01.15.05.922,01.15.07.922,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.15.09.435-01.15.12.847,01.15.09.435,01.15.12.847,01.15.09.435,01.15.12.847,"[3002_PERSON10],[3002_PERSON1]"
3002_30_MINUTES_OR_LESS_01.15.12.847-01.15.15.188,01.15.12.847,01.15.15.188,01.15.12.847,01.15.15.188,[3002_PERSON1]
3002_30_MINUTES_OR_LESS_01.15.14.888-01.15.18.218,01.15.14.888,01.15.18.218,01.15.14.888,01.15.18.218,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.15.26.400-01.15.29.014,01.15.26.400,01.15.29.014,01.15.26.400,01.15.29.014,[3002_PERSON7]
3002_30_MINUTES_OR_LESS_01.15.30.000-01.15.35.254,01.15.30.000,01.15.35.254,01.15.30.000,01.15.35.254,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.15.35.254-01.15.36.728,01.15.35.254,01.15.36.728,01.15.34.991,01.15.36.991,_
3002_30_MINUTES_OR_LESS_01.15.37.757-01.15.39.857,01.15.37.757,01.15.39.857,01.15.37.757,01.15.39.857,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.15.41.500-01.15.42.863,01.15.41.500,01.15.42.863,01.15.41.182,01.15.43.182,[3002_PERSON10]
3002_30_MINUTES_OR_LESS_01.15.46.800-01.15.53.783,01.15.46.800,01.15.53.783,01.15.46.800,01.15.53.783,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.15.53.783-01.15.59.499,01.15.53.783,01.15.59.499,01.15.53.783,01.15.59.499,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.15.58.599-01.16.02.174,01.15.58.599,01.16.02.174,01.15.58.599,01.16.02.174,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.16.36.400-01.16.39.823,01.16.36.400,01.16.39.823,01.16.36.400,01.16.39.823,"[3002_PERSON10],[3002_PERSON3]"
3002_30_MINUTES_OR_LESS_01.16.53.000-01.16.58.099,01.16.53.000,01.16.58.099,01.16.53.000,01.16.58.099,"[3002_PERSON6],[3002_PERSON7],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_01.16.59.000-01.17.05.880,01.16.59.000,01.17.05.880,01.16.59.000,01.17.05.880,_
3002_30_MINUTES_OR_LESS_01.17.06.299-01.17.12.419,01.17.06.299,01.17.12.419,01.17.06.299,01.17.12.419,"[3002_PERSON3],[3002_PERSON3],[3002_PERSON7]"
3002_30_MINUTES_OR_LESS_01.17.17.100-01.17.20.473,01.17.17.100,01.17.20.473,01.17.17.100,01.17.20.473,[3002_PERSON3]
3002_30_MINUTES_OR_LESS_01.17.20.889-01.17.22.278,01.17.20.889,01.17.22.278,01.17.20.584,01.17.22.584,_
3002_30_MINUTES_OR_LESS_01.17.22.278-01.17.25.711,01.17.22.278,01.17.25.711,01.17.22.278,01.17.25.711,_
3002_30_MINUTES_OR_LESS_01.17.25.711-01.17.29.688,01.17.25.711,01.17.29.688,01.17.25.711,01.17.29.688,_
3002_30_MINUTES_OR_LESS_01.17.54.800-01.17.56.951,01.17.54.800,01.17.56.951,01.17.54.800,01.17.56.951,_
3002_30_MINUTES_OR_LESS_01.17.58.299-01.18.02.928,01.17.58.299,01.18.02.928,01.17.58.299,01.18.02.928,_
3003_40_YEAR_OLD_VIRGIN_00.02.42.547-00.02.55.809,00.02.42.547,00.02.55.809,00.02.42.547,00.02.55.809,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.03.03.587-00.03.07.748,00.03.03.587,00.03.07.748,00.03.03.587,00.03.07.748,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.03.08.002-00.03.10.593,00.03.08.002,00.03.10.593,00.03.08.002,00.03.10.593,_
3003_40_YEAR_OLD_VIRGIN_00.03.31.383-00.03.37.019,00.03.31.383,00.03.37.019,00.03.31.383,00.03.37.019,_
3003_40_YEAR_OLD_VIRGIN_00.03.37.119-00.03.41.358,00.03.37.119,00.03.41.358,00.03.37.119,00.03.41.358,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.03.43.210-00.03.48.189,00.03.43.210,00.03.48.189,00.03.43.210,00.03.48.189,[3003_PERSON4]
3003_40_YEAR_OLD_VIRGIN_00.04.51.068-00.04.54.683,00.04.51.068,00.04.54.683,00.04.51.068,00.04.54.683,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.05.19.237-00.05.22.620,00.05.19.237,00.05.22.620,00.05.19.237,00.05.22.620,[3003_PERSON4]
3003_40_YEAR_OLD_VIRGIN_00.06.03.604-00.06.08.272,00.06.03.604,00.06.08.272,00.06.03.604,00.06.08.272,[3003_PERSON12]
3003_40_YEAR_OLD_VIRGIN_00.07.31.943-00.07.39.003,00.07.31.943,00.07.39.003,00.07.31.943,00.07.39.003,"[3003_PERSON6],[3003_PERSON4],[3003_PERSON5]"
3003_40_YEAR_OLD_VIRGIN_00.08.38.862-00.08.44.128,00.08.38.862,00.08.44.128,00.08.38.862,00.08.44.128,"[3003_PERSON1],[3003_PERSON5],[3003_PERSON6]"
3003_40_YEAR_OLD_VIRGIN_00.08.44.228-00.08.51.541,00.08.44.228,00.08.51.541,00.08.44.228,00.08.51.541,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.08.51.641-00.08.56.735,00.08.51.641,00.08.56.735,00.08.51.641,00.08.56.735,_
3003_40_YEAR_OLD_VIRGIN_00.08.56.835-00.09.04.231,00.08.56.835,00.09.04.231,00.08.56.835,00.09.04.231,"[3003_PERSON1],[3003_PERSON5]"
3003_40_YEAR_OLD_VIRGIN_00.09.04.331-00.09.06.716,00.09.04.331,00.09.06.716,00.09.04.331,00.09.06.716,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.12.48.147-00.12.49.859,00.12.48.147,00.12.49.859,00.12.48.003,00.12.50.003,_
3003_40_YEAR_OLD_VIRGIN_00.13.50.000-00.13.59.637,00.13.50.000,00.13.59.637,00.13.50.000,00.13.59.637,_
3003_40_YEAR_OLD_VIRGIN_00.13.59.737-00.14.09.071,00.13.59.737,00.14.09.071,00.13.59.737,00.14.09.071,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.14.29.107-00.14.33.955,00.14.29.107,00.14.33.955,00.14.29.107,00.14.33.955,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.14.46.311-00.14.48.897,00.14.46.311,00.14.48.897,00.14.46.311,00.14.48.897,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.14.48.997-00.14.53.975,00.14.48.997,00.14.53.975,00.14.48.997,00.14.53.975,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.15.05.749-00.15.10.054,00.15.05.749,00.15.10.054,00.15.05.749,00.15.10.054,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.15.28.745-00.15.31.203,00.15.28.745,00.15.31.203,00.15.28.745,00.15.31.203,_
3003_40_YEAR_OLD_VIRGIN_00.16.27.205-00.16.28.432,00.16.27.205,00.16.28.432,00.16.26.819,00.16.28.819,[3003_PERSON5]
3003_40_YEAR_OLD_VIRGIN_00.16.41.623-00.16.43.283,00.16.41.623,00.16.43.283,00.16.41.453,00.16.43.453,_
3003_40_YEAR_OLD_VIRGIN_00.17.12.534-00.17.17.428,00.17.12.534,00.17.17.428,00.17.12.534,00.17.17.428,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.21.24.880-00.21.27.721,00.21.24.880,00.21.27.721,00.21.24.880,00.21.27.721,_
3003_40_YEAR_OLD_VIRGIN_00.21.27.821-00.21.38.821,00.21.27.821,00.21.38.821,00.21.27.821,00.21.38.821,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.21.38.855-00.21.40.222,00.21.38.855,00.21.40.222,00.21.38.539,00.21.40.539,_
3003_40_YEAR_OLD_VIRGIN_00.21.40.322-00.21.49.014,00.21.40.322,00.21.49.014,00.21.40.322,00.21.49.014,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.21.49.114-00.21.49.843,00.21.49.114,00.21.49.843,00.21.48.479,00.21.50.479,_
3003_40_YEAR_OLD_VIRGIN_00.21.49.943-00.21.50.669,00.21.49.943,00.21.50.669,00.21.49.306,00.21.51.306,_
3003_40_YEAR_OLD_VIRGIN_00.21.54.266-00.22.11.375,00.21.54.266,00.22.11.375,00.21.54.266,00.22.11.375,_
3003_40_YEAR_OLD_VIRGIN_00.22.30.141-00.22.30.641,00.22.30.141,00.22.30.641,00.22.29.391,00.22.31.391,_
3003_40_YEAR_OLD_VIRGIN_00.22.33.727-00.22.35.139,00.22.33.727,00.22.35.139,00.22.33.433,00.22.35.433,_
3003_40_YEAR_OLD_VIRGIN_00.22.57.611-00.23.05.061,00.22.57.611,00.23.05.061,00.22.57.611,00.23.05.061,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.23.05.161-00.23.07.554,00.23.05.161,00.23.07.554,00.23.05.161,00.23.07.554,_
3003_40_YEAR_OLD_VIRGIN_00.23.07.851-00.23.09.251,00.23.07.851,00.23.09.251,00.23.07.551,00.23.09.551,_
3003_40_YEAR_OLD_VIRGIN_00.23.12.016-00.23.13.116,00.23.12.016,00.23.13.116,00.23.11.566,00.23.13.566,_
3003_40_YEAR_OLD_VIRGIN_00.23.13.216-00.23.22.108,00.23.13.216,00.23.22.108,00.23.13.216,00.23.22.108,"[3003_PERSON1],[3003_PERSON5],[3003_PERSON6]"
3003_40_YEAR_OLD_VIRGIN_00.27.42.014-00.27.45.316,00.27.42.014,00.27.45.316,00.27.42.014,00.27.45.316,_
3003_40_YEAR_OLD_VIRGIN_00.27.57.742-00.28.00.215,00.27.57.742,00.28.00.215,00.27.57.742,00.28.00.215,_
3003_40_YEAR_OLD_VIRGIN_00.28.00.315-00.28.05.919,00.28.00.315,00.28.05.919,00.28.00.315,00.28.05.919,_
3003_40_YEAR_OLD_VIRGIN_00.28.06.019-00.28.07.881,00.28.06.019,00.28.07.881,00.28.05.950,00.28.07.950,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.28.24.681-00.28.29.464,00.28.24.681,00.28.29.464,00.28.24.681,00.28.29.464,_
3003_40_YEAR_OLD_VIRGIN_00.28.32.560-00.28.34.275,00.28.32.560,00.28.34.275,00.28.32.418,00.28.34.418,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.28.34.375-00.28.35.743,00.28.34.375,00.28.35.743,00.28.34.059,00.28.36.059,[3003_PERSON6]
3003_40_YEAR_OLD_VIRGIN_00.28.36.034-00.28.45.896,00.28.36.034,00.28.45.896,00.28.36.034,00.28.45.896,_
3003_40_YEAR_OLD_VIRGIN_00.28.47.501-00.28.51.492,00.28.47.501,00.28.51.492,00.28.47.501,00.28.51.492,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.28.53.481-00.28.56.877,00.28.53.481,00.28.56.877,00.28.53.481,00.28.56.877,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.28.56.977-00.28.58.281,00.28.56.977,00.28.58.281,00.28.56.629,00.28.58.629,_
3003_40_YEAR_OLD_VIRGIN_00.31.45.376-00.31.46.516,00.31.45.376,00.31.46.516,00.31.44.946,00.31.46.946,_
3003_40_YEAR_OLD_VIRGIN_00.31.46.616-00.31.47.862,00.31.46.616,00.31.47.862,00.31.46.239,00.31.48.239,_
3003_40_YEAR_OLD_VIRGIN_00.32.11.829-00.32.41.819,00.32.11.829,00.32.41.819,00.32.11.829,00.32.41.819,_
3003_40_YEAR_OLD_VIRGIN_00.33.39.045-00.33.49.356,00.33.39.045,00.33.49.356,00.33.39.045,00.33.49.356,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.35.25.315-00.35.32.979,00.35.25.315,00.35.32.979,00.35.25.315,00.35.32.979,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_00.35.51.463-00.35.52.812,00.35.51.463,00.35.52.812,00.35.51.138,00.35.53.138,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_00.38.18.220-00.38.24.287,00.38.18.220,00.38.24.287,00.38.18.220,00.38.24.287,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.38.26.231-00.38.29.986,00.38.26.231,00.38.29.986,00.38.26.231,00.38.29.986,"[3003_PERSON1],[3003_PERSON1]"
3003_40_YEAR_OLD_VIRGIN_00.38.50.747-00.38.51.779,00.38.50.747,00.38.51.779,00.38.50.263,00.38.52.263,_
3003_40_YEAR_OLD_VIRGIN_00.38.54.579-00.39.03.868,00.38.54.579,00.39.03.868,00.38.54.579,00.39.03.868,"[3003_PERSON1],[3003_PERSON6]"
3003_40_YEAR_OLD_VIRGIN_00.40.12.825-00.40.19.993,00.40.12.825,00.40.19.993,00.40.12.825,00.40.19.993,_
3003_40_YEAR_OLD_VIRGIN_00.40.25.933-00.40.28.640,00.40.25.933,00.40.28.640,00.40.25.933,00.40.28.640,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.40.36.487-00.40.42.601,00.40.36.487,00.40.42.601,00.40.36.487,00.40.42.601,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.40.42.899-00.40.56.054,00.40.42.899,00.40.56.054,00.40.42.899,00.40.56.054,_
3003_40_YEAR_OLD_VIRGIN_00.40.56.154-00.40.57.530,00.40.56.154,00.40.57.530,00.40.55.842,00.40.57.842,_
3003_40_YEAR_OLD_VIRGIN_00.41.19.406-00.41.23.022,00.41.19.406,00.41.23.022,00.41.19.406,00.41.23.022,_
3003_40_YEAR_OLD_VIRGIN_00.41.25.063-00.41.31.653,00.41.25.063,00.41.31.653,00.41.25.063,00.41.31.653,_
3003_40_YEAR_OLD_VIRGIN_00.41.55.077-00.41.59.484,00.41.55.077,00.41.59.484,00.41.55.077,00.41.59.484,_
3003_40_YEAR_OLD_VIRGIN_00.42.26.547-00.42.27.300,00.42.26.547,00.42.27.300,00.42.25.924,00.42.27.924,_
3003_40_YEAR_OLD_VIRGIN_00.43.07.090-00.43.08.218,00.43.07.090,00.43.08.218,00.43.06.654,00.43.08.654,[3003_PERSON4]
3003_40_YEAR_OLD_VIRGIN_00.43.11.321-00.43.15.117,00.43.11.321,00.43.15.117,00.43.11.321,00.43.15.117,_
3003_40_YEAR_OLD_VIRGIN_00.43.22.844-00.43.32.195,00.43.22.844,00.43.32.195,00.43.22.844,00.43.32.195,_
3003_40_YEAR_OLD_VIRGIN_00.44.41.049-00.44.42.201,00.44.41.049,00.44.42.201,00.44.40.625,00.44.42.625,_
3003_40_YEAR_OLD_VIRGIN_00.46.48.611-00.46.49.983,00.46.48.611,00.46.49.983,00.46.48.297,00.46.50.297,_
3003_40_YEAR_OLD_VIRGIN_00.46.50.083-00.46.53.410,00.46.50.083,00.46.53.410,00.46.50.083,00.46.53.410,"[3003_PERSON2],[3003_PERSON2]"
3003_40_YEAR_OLD_VIRGIN_00.46.56.424-00.47.01.840,00.46.56.424,00.47.01.840,00.46.56.424,00.47.01.840,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.47.01.940-00.47.04.653,00.47.01.940,00.47.04.653,00.47.01.940,00.47.04.653,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.47.02.695-00.47.10.278,00.47.02.695,00.47.10.278,00.47.02.695,00.47.10.278,[3003_PERSON2]
3003_40_YEAR_OLD_VIRGIN_00.47.10.378-00.47.14.178,00.47.10.378,00.47.14.178,00.47.10.378,00.47.14.178,"[3003_PERSON1],[3003_PERSON4]"
3003_40_YEAR_OLD_VIRGIN_00.47.14.269-00.47.25.630,00.47.14.269,00.47.25.630,00.47.14.269,00.47.25.630,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.47.25.730-00.47.34.817,00.47.25.730,00.47.34.817,00.47.25.730,00.47.34.817,[3003_PERSON2]
3003_40_YEAR_OLD_VIRGIN_00.47.34.917-00.47.39.222,00.47.34.917,00.47.39.222,00.47.34.917,00.47.39.222,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.48.11.118-00.48.14.203,00.48.11.118,00.48.14.203,00.48.11.118,00.48.14.203,_
